id_prod,PN,Description
17608,1019185-01,Eval S32-XPMP-MV2P-58-M256-128D-H02-005
17609,1019185-02,Eval S32-XPMP-MV2P-58-M256-128D-H02-005
17610,1019185-03,Eval S32-XPMP-MV2P-58-M256-128D-H02-005
17611,1019187-01,Eval S32-XPMP-MV2P-20-M128-128D-H00-006
17612,1019187-02,Eval S32-XPMP-MV2P-20-M128-128D-H00-006
17613,1019187-03,Eval S32-XPMP-MV2P-20-M128-128D-H00-006
17614,1019194-01,Input/Output Module SP-SBB3-E1201-PSI
17615,1019204-01,ED-300G15-SAS12-KCOBF-DELL
17616,1019204-02,ED-300G15-SAS12-KCOBF-DELL
17617,1019207-01,ED-600G15-SAS12-KCOBF-DELL
17618,1019207-02,ED-600G15-SAS12-KCOBF-DELL
17619,1019210-01,CP-2584-G2-E6-SAS-APL-TL-PERFIB
17620,1019214-01,Ev S32-XPMP-MV2P-95-M256-512D-H02-001-NA
17621,1019214-02,Ev S32-XPMP-MV2P-95-M256-256D-H02-001-NA
17622,1019214-03,Ev S32-XPMP-MV2P-95-M256-256D-H02-001-NA
17623,1019215-01,Ev S32-XPMP-MV2P-98-M512-512D-H02-002-NA
17624,1019215-02,Ev S32-XPMP-MV2P-98-M512-256D-H02-002-NA
17625,1019215-03,Ev S32-XPMP-MV2P-98-M512-256D-H02-002-NA
17626,1019333-01,ED-600G10-SAS12-COBF-DELL
17627,1019333-02,ED-600G10-SAS12-COBF-DELL
17628,1019336-01,ED-900G10-SAS12-COBF-DELL
17629,1019336-02,ED-900G10-SAS12-COBF-DELL
17630,1019339-01,ED-1200G10-SAS12-COBF-DELL
17631,1019339-02,ED-1200G10-SAS12-COBF-DELL
17632,1019343-01,Eval UD-200GSS-SAS12-GIBH-E
17633,1019349-01,SW Scality Base 336TB 4EN LOC EMAIL
17634,1019355-01,CS-UD-800GSS-SAS12-T10-PUL3
17635,1019356,CS-UD-800GSS-SAS12-T10-PUL3-FRU
17636,1019356-01,CS-UD-800GSS-SAS12-T10-PUL3-FRU
17637,1019361-01,Enclosure AP2424TL-2648-64-D-144TB-EVA
17638,1019362-01,Blank BBU (KBBU) FRU  ACT
17639,1019369-01,AP-2212-TL-BEZEL-FRU-AVD
17640,1019407-03,AP-PCM01-HE580-AC-DELL
17641,1019409-03,AP-BR-BATT-DELL
17642,1019432-03,SP-3212-E12-X-FRU-VER
17643,1019433-02,SP-SBB3-E1201-FRU-VER
17644,1019434-02,SP-PCM02-HE580-AC-FRU-VER
17645,1019490-01,CS-SW-IB-EDR-M-PSU-FRU
17646,1019491-01,CS-SW-IB-EDR-M-FAN-FRU
17647,1019497-01,CSP-HS-1235E-8-1-1015413-01-IBM
17648,1019543-01,HS-1235T-2E5645-96-48TB-MRKP-UDD-IBM
17649,1019544-01,HS-1235T-2E5645-96-72TB-CES4-UDD-IBM
17650,1019545-01,HS-1235T-2E5645-96-0.0TB-FRU-IBM
17651,1019549-01,HS-1235T-2E5645-96-IBMX System Mid Level
17652,1019564-01,Eval CS-UD-8T72-SAT6-4-CES5
17653,1019565-01,Eval CS-UD-8T72-SAT6-E-CES5
17654,1019577,ES-1800G10-SAS12-E-10K8-FRU
17655,1019581,ES-800GSS-SAS12-PUL3-FRU
17656,1019602-01,ES-480GSS-D-SAT6-PM863-D8-C-PSI
17657,1019603-01,ES-960GSS-D-SAT6-PM863-D8-C-PSI
17658,1019604-01,ES-1920GSS-D-SAT6-PM863-D8-C-PSI
17659,1019605-01,ES-3840GSS-D-SAT6-PM863-D8-C-PSI
17660,1019714-01,EVAL HNW-6T72-SAT6-E-CES4-PB-CERN
17661,1019746-01,S32-XP-MV1E-95-M256-256D-H09-009-NA
17662,1019754-01,CS-ES-300G15-SAS-T10-15K5
17663,1019754-02,CS-ES-300G15-SAS-T10-15K5
17664,1019773-01,Controller CS-LS-SMU-2609V3-64
17665,1019773-02,Controller CS-LS-SMU-2609V3-64
17666,1019774-01,Controller CS-LS-XXU-2618LV3-64
17667,1019774-02,Controller CS-LS-XXU-2618LV3-64
17668,1019774-03,CONTROLLER CS-LS-XXU-2618LV3-64
17669,1019863-01,Enclosure AP-3224-LS-2648-64-S-14TB
17670,1019864-01,Enclosure AP-3224-LS-TV-2648-128-S-14TB
17671,1019883-02,CS-3224-L300-ADU-LS1-OMNI-19TB
17672,1019883-03,CS-3224-L300-ADU-LS1-OMNI-19TB
17673,1019884-01,CS-3224-L300-CMU-LS1-OMNI-27TB
17674,1019885-04,CS-2584-L300-SSU-LS1-OMNI-328TB
17675,1019886-04,CS-2584-L300-SSU-LS1-OMNI-492TB
17676,1019887-04,CS-2584-L300-SSU-LS1-OMNI-656TB
17677,1019888-04,CS-2584-L300-SSU-LS1-OMNI-328TB-EP
17678,1019890-01,CS-SW-OMNI-48-2
17679,1019891-02,CS-3224-L300-CMU-LS1-27TB
17680,1019950-01,Enclosure TPO PURE 22SSD-2NVRAM
17681,1019950-02,Enclosure TPO PURE 22SSD-2NVRAM
17682,1019951-01,Enclosure TPO PURE 24SSD-0NVRAM
17683,1019951-02,Enclosure TPO PURE 24SSD-0NVRAM
17684,1019999-01,Enclosure SP3424 2E12 4HE580
17685,1020003-01,CS-2584-G2-TL2648-2P2800-DD
17686,1020050,CS-CAB-EDR1-7
17687,1020051-03,ES-3840GSS-D-SAT6-PM863-D8-10PK-FRU-PSI
17688,1020055,CS-SW-IB3-EDR-36-1-FRU
17689,1020055-01,CS-SW-IB3-EDR-36-1-FRU
17690,1020108-01,Enclosure CP2424 E6 1EBD 2P580HE
17691,1020141-04,AP-2425-2BR-2P580-CN-DELL
17692,1020142-04,AAP-2425-2BR2-2P580-CN-DELL
17693,1020143-04,AP-2425-2BR9-2P580-CN-DELL
17694,1020166-02,Packaging 12UP Heron DDIC Multipack
17695,1020174-01,Eval CS-UD-4T10-SAS12-T10-4-TAR-E
17696,1020174-02,Eval CS-UD-4T10-SAS12-T10-4-TAR-E
17697,1020174-03,CS-UD-4T10-SAS12-T10-4-TAR-E
17698,1020174-04,CS-UD-4T10-SAS12-T10-4-TAR-E
17699,1020174-05,CS-UD-4T10-SAS12-T10-4-TAR-E
17700,1020174-06,CS-UD-4T10-SAS12-T10-4-TAR-E
17701,1020179-02,ES-1920GSS-D-SAT6-PM863-D8-12PK-FRU-PSI
17702,1020181-02,ES-DUM-12PK-FRU-PSI
17703,1020250-01,EVAL CS-ES-300G15-SAS12-4-T10-15K5
17704,1020250-02,CS-ES-300G15-SAS12-4-T10-15K5
17705,1020250-03,CS-ES-300G15-SAS12-4-T10-15K5
17706,1020252-01,EVAL CS-ES-900G10-SAS12-4-T10-10K8
17707,1020252-02,CS-ES-900G10-SAS12-4-T10-10K8
17708,1020252-03,CS-ES-900G10-SAS12-4-T10-10K8
17709,1020253,CS-ES-300G15-SAS12-4-T10-15K5-FRU
17710,1020254-01,CS-ES-900G10-SAS12-4-T10-10K8-FRU
17711,1020435-01,CS-CAB-FDR2-7
17712,1020601-01,Not Required
17713,1020604-01,Not required
17714,1020630-01,S32-XP-SP1E-95-M128-128S-H21-072-IBMP
17715,1020630-02,S32-XP-SP1E-95-M128-128S-H21-072-IBMP
17716,1020630-03,S32-XP-SP1E-95-M128-128S-H21-072-IBMP
17717,1020676-01,CS-UD-8T59-SAT6-LAM
17718,1020676-02,CS-UD-8T59-SAT6-LAM
17719,1020676-03,CS-UD-8T59-SAT6-LAM
17720,1020678,CS-L300-SMU-AC-64-FRU
17721,1020678-01,CS-L300-SMU-AC-64-FRU
17722,1020679,CS-L300-XXU-AC-64-FRU
17723,1020679-01,CS-L300-XXU-AC-64-FRU
17724,1020679-02,CS-L300-XXU-AC-64-FRU
17725,1020680,CS-UD-4T10-SAS12-T10-4-TAR-E-FRU
17726,1020680-02,CS-UD-4T10-SAS12-T10-4-TAR-E-FRU
17727,1020682-03,S32-XP-SP1E-95-M128-128S-H21-072-F-IBMP
17728,1020686-04,XP-PSU01-1220-AC-FRU-IBMP
17729,1020688-02,PCIE-EM-12004-FRU-IBMP
17730,1020692-02,SFP-INT-E10SFPSR-FRU-IBMP
17731,1020694-02,ES-600G15-SAS12-15K5-FRU-IBMP
17732,1020698-01,CP-2584-G2-E6-SATA-1EBD
17733,1020699-01,CP-2584-G2-E6-SATA-APL-TL-STD
17734,1020700-01,CP-2584-G2-E6-SATA-APL-TL-PERF
17735,1020701-01,CP-2584-G2-SATA-APL-LS-STD64
17736,1020702-01,CP-2584-G2-SATA-APL-LS-STD128
17737,1020756-01,HNW-2T72-SAS12-E-CES4-DD-RTS
17738,1020757-01,HNW-4T72-SAS12-E-CES4-DD-RTS
17739,1020758-01,HNW-6T72-SAS12-E-CES4-DD-RTS
17740,1020759-01,HNW-400GSS-SAS12-PUL3-RTS
17741,1020760-01,HNW-800GSS-SAS12-PUL3-RTS
17742,1020761-01,ES-400GSS-SAS12-PUL3-RTS
17743,1020762-01,ES-800GSS-SAS12-PUL3-RTS
17744,1020775-01,HNW-400GSS-SAS12-KHM-E-RTS
17745,1020776-01,HNW-800GSS-SAS12-KHM-E-RTS
17746,1020777-01,ES-400GSS-SAS12-KHM-E-RTS
17747,1020778-01,ES-800GSS-SAS12-KHM-E-RTS
17748,1020780-01,Controller AP-LS-2648LV3-128-X520
17749,1020797-01,Eval UD-800GSS-SAS12-KHM
17750,1020797-02,Can be Used later
17751,1020801-01,HNW-200GSS-SAS6-OPT2
17752,1020802-01,HNW-400GSS-SAS6-OPT2
17753,1020803-01,HNW-800GSS-SAS6-OPT2
17754,1020804-01,HNW-16000GSS-SAS6-OPT2
17755,1020805-01,ES-200GSS-SAS6-OPT2
17756,1020806-01,ES-400GSS-SAS6-OPT2
17757,1020807-01,ES-800GSS-SAS6-OPT2
17758,1020808-01,ES-16000GSS-SAS6-OPT2
17759,1020813-01,SW Scality INCR 142TB 6EN GEO
17760,1020815-01,SW Scality Base 854TB 6EN GEO
17761,1020933-01,CS-UD-8T72-SAS-CES5
17762,1020933-02,CS-UD-8T72-SAS-CES5
17763,1020933-03,CS-UD-8T72-SAS-CES5
17764,1020933-04,CS-UD-8T72-SAS-CES5
17765,1021146-02,AP-3212-LS-2609-16-S-800GB-AVD
17766,1021151-01,EVAL ES-1T72-SAS12-AVG-DG
17767,1021151-02,EVAL ES-1T72-SAS12-AVG-DG
17768,1021152-01,EVAL ES-2T72-SAS12-AVG-DG
17769,1021152-02,EVAL ES-2T72-SAS12-AVG-DG
17770,1021153-01,EVAL ES-1T72-SAS12-E-AVG-DG
17771,1021153-02,EVAL ES-1T72-SAS12-E-AVG-DG
17772,1021154-01,EVAL ES-2T72-SAS12-E-AVG-DG
17773,1021154-02,EVAL ES-2T72-SAS12-E-AVG-DG
17774,1021185-01,Label Generic SN (Duplicate) 108 x 150mm
17775,1021196-01,CS-2584-L300-SSU-LS1-820TB
17776,1021196-02,CS-2584-L300-SSU-LS1-820TB
17777,1021196-03,CS-2584-L300-SSU-LS1-820TB
17778,1021198-01,CS-2584-L300-ESU-328TB-EP (TAR)
17779,1021198-02,CS-2584-L300-ESU-328TB-EP (TAR)
17780,1021200-01,CS-2584-L300-ESU-656TB (CES5)
17781,1021201-01,CS-2584-L300-ESU-820TB
17782,1021202-01,CS-LS-OMNI-SMU-2609V3-64-FRU
17783,1021203-01,CS-LS-OMNI-XXU-2618LV3-64-FRU
17784,1021205-01,Controller HPSP 10G 1U BBU Rework2
17785,1021231-01,HNW-400GSS-SAS12-KHR
17786,1021231-02,HNW-400GSS-SAS12-KHR
17787,1021231-03,HNW-400GSS-SAS12-KHR
17788,1021233-01,HNW-800GSS-SAS12-KHR
17789,1021233-02,HNW-800GSS-SAS12-KHR
17790,1021233-03,HNW-800GSS-SAS12-KHR
17791,1021236-01,HNW-1920GSS-SAS12-KHR
17792,1021236-02,HNW-1920GSS-SAS12-KHR
17793,1021236-03,HNW-1920GSS-SAS12-KHR
17794,1021252-01,CS-2584-L300-SSU-LS1-OMNI-820TB
17795,1021252-04,CS-2584-L300-SSU-LS1-OMNI-820TB
17796,1021256-01,UD-1920GSS-SAS12-1633R-DELL
17797,1021258-01,UD-1920GSS-SAS12-1633R-14PK-DELL
17798,1021259-01,UD-3840GSS-SAS12-1633R-DELL
17799,1021261-01,UD-3840GSS-SAS12-1633R-14PK-DELL
17800,1021322-01,ED-900G10-SAS12-10K8-DELL
17801,1021322-02,ED-900G10-SAS12-10K8-DELL
17802,1021322-03,ED-900G10-SAS12-10K8-DELL
17803,1021329-01,UD-1800G10-SAS12-10K8-DELL
17804,1021331-01,UD-1800G10-SAS12-10K8-14PK-DELL
17805,1021332-07 ,CONTROLLER AP BR10 AC16 1265L (IN HOUSE)
17806,1021333-01,Enclosure AP-3212-LS-2609-16-S-2HE764
17807,1021333-02,EnclosureAP-3212-LS-2609-16-S-2HE764-AVD
17808,1021334-01,Enclosure AP-3212-LS-2630-32-S-2HE764
17809,1021335-01,Enclosure AP-3212-LS-0-2HE764
17810,1021336-01,Enclosure AP-3424-LS-0-4HE580
17811,1021337-01,Enclosure AP-3424-LS-2630-32-S-4HE580
17812,1021369-01,ED-600G15-SAS12-15K5-F-DELL
17813,1021369-02,ED-600G15-SAS12-15K5-F-DELL
17814,1021369-03,ED-600G15-SAS12-15K5-F-DELL
17815,1021373-01,ED-1800G10-SAS12-E-10K8-F-DELL
17816,1021373-02,ED-1800G10-SAS12-E-10K8-F-DELL
17817,1021390-01,ED-400GSS-SAS12-1637H-DELL
17818,1021392-01,ED-800GSS-SAS12-1635M-DELL
17819,1021392-02,ED-800GSS-SAS12-1635M-DELL
17820,1021394-01,ED-1600GSS-SAS12-1635M-DELL
17821,1021394-02,ED-1600GSS-SAS12-1635M-DELL
17822,1021425-01,HNW-NOHD-2
17823,1021444-03,CONTROLLER MECH ASM SP REDUXIO
17824,1021445-05,CONTROLLER STANDALONE SP 10G 1U PVT2 RDX
17825,1021449-01,E-S32-XPMP-MV2P-95-M512-512D-H07-007-NA
17826,1021451-01,E-S32-XPMP-MV2P-20-M512-512D-H07-008-NA
17827,1021453-02,CS-L300-42U2-EMEA32
17828,1021453-03,CS-L300-42U2-EMEA32
17829,1021454-02,CS-L300-42U2-US30
17830,1021454-03,CS-L300-42U2-US30
17831,1021455-02,CS-L300-42U2-US50
17832,1021455-03,CS-L300-42U2-US50
17833,1021456,CS-L300-42U2-US60
17834,1021456-02,CS-L300-42U2-US60
17835,1021456-03,CS-L300-42U2-US60
17836,1021457-01,CS-UD-8T72-SAS12-T10-4-CES5-E
17837,1021457-02,CS-UD-8T72-SAS12-T10-4-CES5-E
17838,1021457-03,CS-UD-8T72-SAS12-T10-4-CES5-E
17839,1021458-01,CS-UD-4T72-SAS12-T10-4-CES4-E
17840,1021458-02,>CS-UD-4T72-SAS12-T10-4-CES4-E
17841,1021459-01,CS-UD-6T72-SAS12-T10-4-CES4-E
17842,1021459-02,>CS-UD-6T72-SAS12-T10-4-CES4-E
17843,1021460,CS-UD-8T72-SAS12-T10-4-CES5-E-FRU
17844,1021460-01,CS-UD-8T72-SAS12-T10-4-CES5-E-FRU
17845,1021462-01,>CS-UD-6T72-SAS12-T10-4-CES4-E-FRU
17846,1021468-01,HNW-8T72-SAS12-E-CES5
17847,1021468-02,HNW-8T72-SAS12-E-CES5
17848,1021489-04,AP-2425-2BR10-2P580-DELL
17849,1021514-01,CS-L300-2.1
17850,1021548-01,Ctr CS-LS-G300-2609V3-64 (In House)
17851,1021549-01,>Ctr CS-LS-G300-2618LV3-64 (In House)
17852,1021549-02,CTR CS-LS-G300-2618LV3-64 (IN HOUSE)
17853,1021567-01,Eval CS-UD-8T72-SAS-T10-CES5-IDLE-A
17854,1021567-02,Eval CS-UD-8T72-SAS-T10-CES5-IDLE-A
17855,1021577,CS-3224-E12-X-FRU
17856,1021577-02,CS-3224-E12-X-FRU
17857,1021762-01,SW Scality Base 2278TB 8EN GEO
17858,1021763-01,SW Scality INCR 380TB 8EN GEO
17859,1021811-01,CS-2425-G200-MGMT
17860,1021811-02,CS-2425-G200-MGMT
17861,1021811-03,CS-2425-G200-MGMT
17862,1021811-04,CS-2425-G200-MGMT
17863,1021821-01,>Eval DRV-2584-42PK-336TB (LOMK)
17864,1021824-01,ISA Chassis SI+ SP-3224 (No PCM)
17865,1021844-01,CS-UD-2T72-SAS-T10-MRKP
17866,1021931-01,ISA SP-2584 2P2200AC 12G (HT2) Dell
17867,1021931-02,ISA SP-2584 2P2200AC 12G (HT2) Dell
17868,1021931-03,ISA SP-2584 2P2200AC 12G (HT2) Dell
17869,1021932-01,PSU F/Power 2.2KW Dell PPiD Label(InHou)
17870,1021933-01,SP 12G LH Dell PPiD Label HT2(In Hou)
17871,1021934-01,SP 12G RH Dell PPiD Label HT2(In Hou)
17872,1021951-01,>Eval UD-6T72-SAS12-E-CES4 (Lossy)
17873,1022106-01,ES-1200G10-SAS12-E-10K8-HMC
17874,1022107-01,EB-2425PC-E6-2EBD-2P580-10K8-19.2TB-HMC
17875,1022108-01,EB-2425PC-E6-2EBD-2P580-10K8-28.8TB-HMC
17876,1022181-01,S32-XPX Rack Bulletin Kit
17877,1022187-01,SP-3424-X2-HPE
17878,1022229-01,HNW-2T72-SAS12-E-CES4-E
17879,1022230-01,HNW-4T72-SAS12-E-CES4-E
17880,1022231-01,HNW-6T72-SAS12-E-CES4-E
17881,1022232-01,UD-2T72-SAS12-E-CES4-E
17882,1022233-01,UD-4T72-SAS12-E-CES4-E
17883,1022234-01,UD-6T72-SAS12-E-CES4-E
17884,1022327-01,Chassis Carpo 2U24SFF Asm IBMP
17885,1022327-02,Chassis Carpo 2U24SFF Asm IBMP
17886,1022331-01,Blank BBU (KBBU) IBMP
17887,1022345-01,S32-XP-SP1E-50-M218-128S-H14-040-R-RDX
17888,1022345-02,S32-XP-SP1E-50-M218-128S-H14-040-R-RDX
17889,1022345-03,S32-XP-SP1E-50-M218-128S-H14-040-R-RDX
17890,1022346-01,PCM Mech Asm (S32-XPS32-PCM-01) IBMP
17891,1022347-01,PSU XP-PSU01-1220-AC with F/W IBMP
17892,1022348-01,Controller Blank Summit Point IBMP
17893,1022363-02,CTRL RW 1SP 10G1U RDX SHIPPED(994259-02)
17894,1022364-01,S32-XP-SP1E-50-M218-128S-H14-040-R2-RDX
17895,1022364-02,S32-XP-SP1E-50-M218-128S-H14-040-R2-RDX
17896,1022364-03,S32-XP-SP1E-50-M218-128S-H14-040-R2-RDX
17897,1022365-01,S32-XP-SP1E-50-M218-128S-H14-040-R1-RDX
17898,1022365-02,S32-XP-SP1E-50-M218-128S-H14-040-R1-RDX
17899,1022365-03,S32-XP-SP1E-50-M218-128S-H14-040-R1-RDX
17900,1022366-01,ES-1200G10-SAS12-E-10K8-FRU-HMC
17901,1022367-01,S32-XP-PCM-PSU01-1220-AC-KBBU-IBMP
17902,1022368-01,AP-RACK-KIT-IBMP
17903,1022436-01,Enclosure 2U24 19.2TB 10K8 HMC
17904,1022437-01,Enclosure 2U24 28.8TB 10K8 HMC
17905,1022487-01,AP-LS-2609LV3-FRU-AVD
17906,1022489-01,AP-LS-2648LV3-FRU-AVD
17907,1022585-01,Disk Drive 128GSS  IBMP (in-house)
17908,1022593-01,PCBA LPe15004 4-port 8GB-FC HBA IBM
17909,1022651-01,ES-DUM-IBM
17910,1022656-01,LABEL 28 X 5 CONTROLLER SLED #DTM
17911,1022658-01,HNW-400GSS-SAS12-KHR-FRU-AVD
17912,1022660-01,CS-2425-A200-MGMT-1T8 (10K8)
17913,1022667-01,ES-600G15-SAS12-15K5-IBMP
17914,1022901-01,CS-SW-OMNI-24-2
17915,1022925-01,EVAL UD4-6T72-SAS12-E-CES4-PB-AVD
17916,1022925-02,EVAL UD4-6T72-SAS12-E-CES4-PB-AVD
17917,1022930-01,HNW-400GSS-SAS12-KHR-AVD
17918,1022930-02,HNW-400GSS-SAS12-KHR-AVD
17919,1022930-03,HNW-400GSS-SAS12-KHR-AVD
17920,1022931-01,HNW-800GSS-SAS12-KHR-AVD
17921,1022938,CS-CAB-INTRACK-EDR-3M
17922,1022938-01,CS-CAB-INTRACK-EDR-3M
17923,1022940-01,EVAL CS-UD-10T72-SAT6-E-CES6-PB
17924,1022940-02,CS-UD-10T72-SAT6-E-CES6-PB
17925,1022944-02,CS-2584-G200-E04-SSU-640TB-3TB (CES5 G2)
17926,1022947-02,CS-2584-G200-E04-SSU-608TB-6TB (CES5 G2)
17927,1022949-01,UD4-400GSS-SAS12-KHR-AVD
17928,1022949-02,UD4-400GSS-SAS12-KHR-AVD
17929,1022950-01,UD4-800GSS-SAS12-KHR-AVD
17930,1022950-02,UD4-800GSS-SAS12-KHR-AVD
17931,1022951-01,UD4-2T72-SAS12-E-CES4-AVD
17932,1022951-02,UD4-2T72-SAS12-E-CES4-AVD
17933,1022974-01,EVAL S32-XP-MV2E-97-M512-128S-H11-102
17934,1022997-01,Controller AP-LS-2618LV3-32-FIJI
17935,1022998-01,Enclosure AP-3212-LS-2618-32-S-2HE764
17936,1022998-02,EnclosureAP-3212-LS-2618-32-S-2HE764-AVD
17937,1023000-01,Enclosure AP-3424-LS-2618-32-S-4HE580
17938,1023000-02,EnclosureAP-3424-LS-2618-32-S-4HE580-AVD
17939,1023001-01,AP-3424-LS-2618-32-S-800GB-AVD
17940,1023002-01,ES-NOHD-1-24
17941,1023002-02,ES-NOHD-1-24
17942,1023063-01,EVAL UD4-4T10-SAS12-4-TAR-E
17943,1023063-02,EVAL UD4-4T10-SAS12-T10-4-TAR-E
17944,1023066-01,ED-1T72-SAS12-AVG-DELL
17945,1023066-02,ED-1T72-SAS12-AVG-DELL
17946,1023082-01,AP-LS-2618LV3-FRU-AVD
17947,1023090-01,ES-512GSS-SAT6-HG6Z-D6-PSI
17948,1023090-02,ES-512GSS-SAT6-HG6Z-D6-PSI
17949,1023090-03,ES-512GSS-SAT6-HG6Z-D6-PSI
17950,1023091-01,ES-1TSS-SAT6-HG6Z-D6-PSI
17951,1023091-02,ES-1TSS-SAT6-HG6Z-D6-PSI
17952,1023091-03,ES-1TSS-SAT6-HG6Z-D6-PSI
17953,1023092-01,ES-512GSS-SAT6-HG6Z-D6-FRU-PSI
17954,1023093-01,ES-1TSS-SAT6-HG6Z-D6-FRU-PSI
17955,1023094-02,LABEL ONESTOR HB-2435 SYSTEM AGENCY 100
17956,1023199-01,ED-480GSS-SAS12-P3V-DELL
17957,1023199-02,ED-480GSS-SAS12-P3V-DELL
17958,1023201-01,ED-800GSS-SAS12-P3M-DELL
17959,1023201-02,ED-800GSS-SAS12-P3M-DELL
17960,1023203-01,ED-960GSS-SAS12-P3V-DELL
17961,1023203-02,ED-960GSS-SAS12-P3V-DELL
17962,1023205-01,ED-1600GSS-SAS12-P3M-DELL
17963,1023205-02,ED-1600GSS-SAS12-P3M-DELL
17964,1023207-01,ED-1920GSS-SAS12-P3V-DELL
17965,1023207-02,ED-1920GSS-SAS12-P3V-DELL
17966,1023209-01,ED-3840GSS-SAS12-P3V-DELL
17967,1023209-02,ED-3840GSS-SAS12-P3V-DELL
17968,1023301-02,ES-512GSS-SAT6-HG6Z-D6-24PK-FRU-PSI
17969,1023343-01,ES-960GSS-D-SAT6-PM863-D8-12PK-FRU-PSI
17970,1023405-01,BD-6T72-SAT6-E-CES4-E-LEN
17971,1023423-01,ES-512GSS-D-SAT6-HG6Z-D8-PSI
17972,1023423-02,ES-512GSS-D-SAT6-HG6Z-D8-PSI
17973,1023424-01,ES-1TSS-D-SAT6-HG6Z-D8-PSI
17974,1023424-02,ES-1TSS-D-SAT6-HG6Z-D8-PSI
17975,1023425-01,ES-2TSS-D-SAT6-HG6Z-D8-PSI
17976,1023425-02,ES-2TSS-D-SAT6-HG6Z-D8-PSI
17977,1023426-01,ES-512GSS-D-SAT6-HG6Z-D8-FRU-PSI
17978,1023427-01,ES-1TSS-D-SAT6-HG6Z-D8-FRU-PSI
17979,1023428-01,ES-2TSS-D-SAT6-HG6Z-D8-FRU-PSI
17980,1023439-01,Eval-CS-2584-12G-L300-SSU-LS1-328TB-EP
17981,1023454-02,AP-2584-LS-2648-128-S-1.6T-AVD
17982,1023485-01,UD4-800GSS-SAS12-PUL3
17983,1023490-01,Input/Output Module SP-SBB3-E1202
17984,1023526-01,UD-6T72-SAS12-E-CES5
17985,1023526-02,UD-6T72-SAS12-E-CES5
17986,1023528-01,AP-LS-2648LV3-128-X520-S
17987,1023607,CS-2584-G2-PSU2-FRU
17988,1023607-01,CS-2584-G2-PSU2-FRU
17989,1023608-01,HNW-8T72-SAS12-4-CES5-E
17990,1023608-02,HNW-8T72-SAS12-4-CES5-E
17991,1023609-01,UD-8T72-SAS12-4-CES5-E
17992,1023609-02,UD-8T72-SAS12-4-CES5-E
17993,1023632-01,Enclosure 2U24 24TB HG6Z PSI
17994,1023632-02,Enclosure 2U24 24TB HG6Z PSI
17995,1023634-01,Enclosure 2U24 12TB HG6Z PSI
17996,1023634-02,Enclosure 2U24 12TB HG6Z PSI
17997,1023681-01,I/O Module SP-SBB3-E1202-DEL
17998,1023682,CS-TL-2648V2-64-10G-SATA-FRU
17999,1023705,CS-PCM02-HE580-AC-FRU
18000,1023705-01,CS-PCM02-HE580-AC-FRU
18001,1023716-01,HNW-8T72-SAS12-4-CES5
18002,1023716-02,HNW-8T72-SAS12-4-CES5
18003,1023718-01,S32-XP-SP1E-50-M218-128S-H14-040-R3-RDX
18004,1023718-02,S32-XP-SP1E-50-M218-128S-H14-040-R3-RDX
18005,1023834-01,EVAL HNW-10T72-SAS12-E-CES6-DD
18006,1023834-02,HNW-10T72-SAS12-E-CES6-DD
18007,1023834-03,HNW-10T72-SAS12-E-CES6-DD
18008,1023865-01,HNW-8T72-SAT6-E-CES5
18009,1023866-01,Eval HNW-6T72-SAT6-E-CES4
18010,1023929-01,Chassis AP-0116-SB-LEN
18011,1023963-01,Label AVID FIJI LS PCM Customer PN 4U
18012,1023964-01,Label AVID Fiji LS 4U Agency Chassis
18013,1024116-01,S32-XP-SP1E-50-M218-128S-H14-040-R4-RDX
18014,1024116-02,S32-XP-SP1E-50-M218-128S-H14-040-R4-RDX
18015,1024142-01,STS-2584-1LS-PERF128S-22-SAT6
18016,1024194-01,EVAL HNW-2T72-SAS12-4-CES4-DD-RTS
18017,1024213-01,LABEL Controller FRU DTM
18018,1024215-01,LABEL PCM FRU DTM
18019,1024242-01,AP-LS-TV-2648LV3-32-TSH
18020,1024242-02,AP-LS-TV-2648LV3-32-TSH
18021,1024242-03,AP-LS-TV-2648LV3-64-QL-TSH
18022,1024242-04,AP-LS-TV-2648LV3-64-QL-TSH
18023,1024243-01,AP-LS-TV-2620LV3-32-TSH
18024,1024243-02,AP-LS-TV-2620LV3-16-QL-TSH
18025,1024243-03,AP-LS-TV-2620LV3-32-QL-TSH
18026,1024243-04,AP-LS-TV-2620LV3-32-QL-TSH
18027,1024267-01,S32-XP-SP1E-40-M112-4NV-256D-016-TIN
18028,1024267-02,S32-XP-SP1E-40-M112-4NV-340D-016-TIN
18029,1024267-03,S32-XP-SP1E-40-M112-4NV-340D-016-TIN
18030,1024267-04,S32-XP-SP1E-40-M112-4NV-340D-016-TIN
18031,1024267-05,"Not required can be used again, Check PH"
18032,1024268-01,S32-XP-SP1E-80-M224-4NV-256D-017-TIN
18033,1024268-02,S32-XP-SP1E-80-M224-4NV-340D-017-TIN
18034,1024268-03,S32-XP-SP1E-80-M224-4NV-340D-017-TIN
18035,1024268-04,"Not required can be used again, Check PH"
18036,1024269-01,S32-XP-SP1E-20-M64-4NV-256D-018-TIN
18037,1024269-02,S32-XP-SP1E-20-M64-4NV-340D-018-TIN
18038,1024269-03,S32-XP-SP1E-20-M64-4NV-340D-018-TIN
18039,1024269-04,S32-XP-SP1E-20-M64-4NV-340D-018-TIN
